effect,b,se,pvalue,ll,ul
Expunge1,1.695641047975988,2.135768770244365,.4272388692246532,-2.490388821008368,5.881670916960344
ES2,-1.692019707908394,1.958592858657781,.3876452567303624,-5.530791171254993,2.146751755438206
ES3,-1.345310819784531,2.046287513070205,.510898177961516,-5.355960647416167,2.665339007847104
ES4,-1.95562756482523,2.087559019508525,.3488608845546393,-6.047168058663686,2.135912929013227
ES5,-1.542747818865381,2.084230526226634,.4591785360085389,-5.627764585748548,2.542268948017786
ES6,-1.628296039453374,2.108052451532247,.4398673510210769,-5.760002921977945,2.503410843071196
Sequence2,.2244864030224584,.2225371128190679,.3130900395867925,-.2116783233264414,.6606511293713582
Sequence3,.0258742190873658,.0528349945502071,.6243338482201614,-.0776804673544102,.1294289055291417
Sequence4,.0847225499018376,.1862999438202801,.6492788689317013,-.2804186303077467,.4498637301114219
Sequence5,.6134577117686252,.2013268301141299,.0023108095792822,.2188643756233166,1.008051047913934
Sequence6,0,,,,
