Expungement,Sequence,b,se,pvalue,ll,ul
0,1,3.1826725,.13000372,0,2.92787,3.4374752
0,2,3.0581141,.13018818,0,2.8029499,3.3132782
0,3,3.1904256,.13843687,0,2.9190943,3.4617569
0,4,3.12185,.1414019,0,2.8447073,3.3989925
0,5,3.03372,.15134794,0,2.7370837,3.3303566
1,1,3.0844665,.21319781,0,2.6666064,3.5023265
1,2,3.0861726,.15777303,0,2.7769432,3.395402
1,3,3.147208,.15143432,0,2.8504021,3.4440138
1,4,3.1108108,.1593015,0,2.7985857,3.4230361
1,5,3.1863494,.15889022,0,2.8749301,3.4977684
