Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.80487436,.034379873,0,.73749101,.87225765
0,2,.78517383,.039250717,0,.70824385,.86210382
0,3,.81754184,.040620934,0,.7379263,.89715743
0,4,.83718455,.041283805,0,.75626975,.91809934
0,5,.87782526,.04466993,0,.79027379,.96537668
1,1,.74459338,.077685691,9.2734227e-22,.59233224,.89685458
1,2,.80855632,.047429346,0,.7155965,.90151608
1,3,.73427534,.048280556,0,.63964725,.8289035
1,4,.78089452,.046900518,0,.68897116,.87281787
1,5,.83762401,.045163561,0,.74910504,.92614293
