Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.10287349,.040114928,.010333378,.024249678,.18149731
0,2,.084475145,.040773317,.038281847,.0045609083,.16438937
0,3,.084898688,.045196295,.060320515,-.0036844225,.17348181
0,4,.13270397,.045416828,.0034789005,.043688621,.22171932
0,5,.075030178,.043995339,.088117614,-.011199102,.16125946
1,1,.17543386,.087625876,.045276321,.0036902956,.34717742
1,2,.10207741,.049404062,.038812008,.0052472292,.1989076
1,3,.092750594,.047807556,.052369684,-.00095049263,.18645169
1,4,-.00094841444,.044490438,.98299259,-.088148072,.086251244
1,5,.042047728,.046630349,.36720324,-.049346078,.13344154
