Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.014143134,.0086918334,.10369994,-.0028925468,.031178813
0,2,.017180219,.010026537,.086625218,-.0024714326,.036831871
0,3,.014398681,.0087759951,.10086194,-.0028019533,.031599317
0,4,.021675002,.012454059,.081789397,-.0027345046,.046084508
0,5,.013300157,.0089816265,.13865501,-.0043035084,.030903822
1,1,.0057784109,.0033738255,.08676447,-.00083416543,.012390988
1,2,.0096690673,.0049389252,.050262056,-.000011048302,.019349184
1,3,.01071739,.0061780876,.082786441,-.0013914387,.022826219
1,4,.0061699771,.0039651045,.11969161,-.0016014845,.013941439
1,5,.0021893359,.0015648927,.1618032,-.00087779743,.0052564694
