Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.58886403,.053948108,9.7322690e-28,.48312768,.6946004
0,2,.39722261,.058340155,9.8461144e-12,.28287801,.51156723
0,3,.31070751,.06304422,8.2903165e-07,.18714312,.43427193
0,4,.39186558,.064036325,9.3912700e-10,.26635668,.51737446
0,5,.35500032,.070119895,4.1322619e-07,.21756785,.49243277
1,1,.39770368,.1023993,.0001028146,.19700475,.59840262
1,2,.41771314,.071607187,5.4310170e-09,.27736562,.55806065
1,3,.25106859,.067469001,.00019824404,.11883178,.38330537
1,4,.14052837,.067307264,.036810171,.0086085498,.27244818
1,5,.22719668,.067887753,.000817939,.094139121,.36025423
