effect,b,se,pvalue,ll,ul
0,-.015151968,.020643109,.46295092,-.055611718,.025307782
2,-.019849854,.020179888,.32528993,-.05940171,.019702002
3,-.016200844,.026159866,.53571779,-.06747324,.035071552
4,-.016839232,.028643597,.55660737,-.072979651,.039301187
5,.0071227597,.031281725,.81988168,-.054188289,.068433806
6,-.029591378,.033058327,.37071955,-.094384506,.035201747
