Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.077122338,.041947093,.0659796,-.0050924513,.15933712
0,2,.05675919,.0416,.17244057,-.024775311,.13829368
0,3,.057701256,.047074724,.22029747,-.034563508,.14996602
0,4,.10654798,.046194728,.021082902,.016007978,.19708799
0,5,.047316689,.045107462,.29418871,-.041092314,.13572569
1,1,.15528242,.088071153,.077875637,-.017333863,.32789871
1,2,.077603132,.050597236,.125093,-.021565625,.17677189
1,3,.067494139,.049247198,.17052543,-.029028589,.16401687
1,4,-.025029421,.045246314,.58013916,-.11371057,.063651726
1,5,.015762841,.048120417,.74323624,-.078551441,.11007713
