Expungement,Sequence,b,se,pvalue,ll,ul
0,1,2.8225968,.12585101,0,2.5759335,3.0692604
0,2,2.9048903,.12967663,0,2.6507287,3.1590519
0,3,2.8437848,.13308306,0,2.582947,3.1046228
0,4,3.0017507,.13919631,0,2.728931,3.2745705
0,5,2.9606912,.1515474,0,2.6636636,3.2577186
1,1,3.0094373,.24289809,2.9711228e-35,2.5333657,3.4855087
1,2,3.0752695,.15863352,0,2.7643535,3.3861854
1,3,2.8140609,.14626014,0,2.5273962,3.1007254
1,4,2.9873145,.15206371,0,2.689275,3.2853537
1,5,3.1452713,.16192681,0,2.8279006,3.4626422
