Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.061132468,.030773306,.046973158,.0008178975,.12144704
0,2,.10939567,.044962056,.014971555,.021271659,.19751969
0,3,.096754305,.042682193,.023399131,.013098748,.18040986
0,4,.13407813,.056714766,.01807501,.022919228,.24523702
0,5,.14147066,.06120668,.02081299,.02150777,.26143354
1,1,.046261795,.023303367,.047122464,.00058803428,.091935553
1,2,.091873698,.036010329,.010731725,.021294748,.16245264
1,3,.080237076,.032498084,.013549929,.016542003,.14393215
1,4,.071254328,.030547006,.019668492,.011383297,.13112536
1,5,.069968626,.030865781,.02339834,.0094728079,.13046445
