effect,b,se,pvalue,ll,ul
Expunge1,-.6649205385234663,1.375502914862577,.628810494335716,-3.360856712283981,2.031015635237048
ES2,.6048434843218262,1.246867745795264,.6276122722908608,-1.838972390921535,3.048659359565187
ES3,.4165809845618726,1.294797879199546,.7476539349383324,-2.12117622592808,2.954338195051826
ES4,.8550815852800833,1.324610739201812,.5185810375799556,-1.741107757090445,3.451270927650612
ES5,.4076422420388917,1.332291375322474,.7596268875572433,-2.203600870506493,3.018885354584276
ES6,.4666009531799971,1.328286680627612,.7253780673472616,-2.136793101994378,3.069995008354373
Sequence2,-.1426192531722301,.1534009581394697,.3525183912247374,-.4432796063195271,.1580410999750669
Sequence3,.0151413373728607,.0301747670668746,.6158166235008369,-.0440001193200989,.0742827940658203
Sequence4,.001281246488731,.1275540061780957,.9919855939305271,-.2487200117041361,.251282504681598
Sequence5,-.4324779757930919,.1383905659578666,.0017777249169289,-.7037185008706253,-.1612374507155587
Sequence6,0,,,,
