Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.59307832,.053831078,3.1503962e-28,.48757136,.69858527
0,2,.40297398,.058006499,3.7300688e-12,.28928334,.51666462
0,3,.31812671,.061673373,2.4926834e-07,.1972491,.4390043
0,4,.39988497,.063125461,2.3770350e-10,.27616134,.52360862
0,5,.36758158,.068574555,8.3074589e-08,.23317792,.50198525
1,1,.40155005,.10266524,.000091817339,.20032987,.60277021
1,2,.42158347,.070973344,2.8497762e-09,.28247827,.56068867
1,3,.25757286,.066666186,.00011171865,.12690954,.38823619
1,4,.14162841,.066208161,.032424457,.011862811,.27139404
1,5,.2287983,.065582179,.00048532686,.10025959,.357337
