effect,b,se,pvalue,ll,ul
0,-.015947189,.020706804,.44121537,-.056531779,.024637401
2,-.020817973,.020191876,.30253738,-.060393322,.018757377
3,-.016354617,.026179774,.53216517,-.067666031,.034956798
4,-.017809458,.028701648,.53492671,-.074063659,.038444739
5,.0076709273,.031306531,.80643594,-.053688746,.069030598
6,-.032045726,.033119071,.33324853,-.096957915,.032866463
