Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.11074612,.042974673,.0099659283,.026517319,.19497493
0,2,.078194864,.042907439,.068393089,-.0059021721,.1622919
0,3,.02499846,.045180269,.5800547,-.063553236,.11355016
0,4,.077787027,.046437655,.093917526,-.013229105,.16880316
0,5,.013492856,.045953855,.76905018,-.076575048,.10356075
1,1,.2105846,.090583608,.020085124,.033043984,.38812521
1,2,.037239708,.05198108,.47373888,-.064641334,.13912076
1,3,.013482205,.050413691,.78913701,-.085326813,.11229122
1,4,-.092029236,.048267156,.056564145,-.18663113,.0025726513
1,5,-.11232914,.048260614,.019935846,-.20691821,-.017740076
