Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.24384578,.04140988,3.8950660e-09,.1626839,.32500765
0,2,.24094281,.044570461,6.4489036e-08,.15358631,.32829931
0,3,.26749811,.051367428,1.9135744e-07,.16681978,.3681764
0,4,.27832296,.052146513,9.4327021e-08,.17611769,.38052824
0,5,.18353796,.049654402,.0002187576,.08621712,.28085878
1,1,.29894376,.087440342,.00062890776,.12756383,.47032368
1,2,.27733734,.055136543,4.9045497e-07,.16927171,.38540298
1,3,.22569205,.05264904,.000018132503,.12250183,.32888228
1,4,.26816621,.055802394,1.5425730e-06,.15879554,.37753689
1,5,.29226929,.056924131,2.8309725e-07,.18070005,.40383855
