effect,b,se,pvalue,ll,ul
0,-.012049971,.013616727,.37618959,-.038738266,.014638323
2,-.017663326,.015499087,.25443774,-.048040979,.012714326
3,.011753364,.019481456,.54630226,-.026429588,.049936313
4,-.012170285,.020674683,.55609173,-.052691918,.028351348
5,-.028035944,.020874087,.17924023,-.068948403,.012876513
6,-.014746452,.021338833,.48952672,-.056569796,.027076893
