Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.013971917,.0087237954,.10924694,-.0031264061,.031070242
0,2,.016717726,.0099348528,.092426382,-.0027542282,.036189679
0,3,.013186354,.0083441278,.11403465,-.0031678365,.029540544
0,4,.021162588,.01239943,.087870628,-.0031398488,.045465026
0,5,.013270045,.0091157928,.14546996,-.0045965817,.031136671
1,1,.0056212079,.0033308049,.091479868,-.00090704957,.012149465
1,2,.0098319901,.005078834,.052882969,-.00012234216,.019786322
1,3,.011579763,.0065522757,.077179894,-.0012624615,.024421988
1,4,.0065326258,.0041587725,.11622764,-.0016184181,.01468367
1,5,.0024013408,.0017476379,.16942634,-.0010239665,.0058266483
