Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.061515942,.026490187,.020221299,.009596128,.11343576
0,2,.11427888,.041072115,.0053959191,.033779014,.19477874
0,3,.1399003,.04923334,.0044891103,.043404721,.23639587
0,4,.14364444,.051582992,.0053573172,.042543631,.24474524
0,5,.15605795,.056986362,.0061717499,.044366743,.26774919
1,1,.050520469,.022058841,.022006275,.0072859367,.093754999
1,2,.10075422,.033353474,.0025210669,.03538261,.16612583
1,3,.1231853,.040806666,.0025381621,.043205708,.20316491
1,4,.14955668,.046202026,.001207868,.059002373,.24011099
1,5,.1263985,.041953214,.0025881182,.044171706,.20862529
