Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.5847162,.053611413,1.0723465e-27,.4796398,.68979269
0,2,.39116862,.058010183,1.5503921e-11,.27747077,.50486648
0,3,.30732599,.061649613,6.1947947e-07,.18649498,.428157
0,4,.38843948,.062723532,5.9073657e-10,.26550362,.51137531
0,5,.34736577,.069788925,6.4451859e-07,.21058197,.48414955
1,1,.39732635,.1034216,.00012212934,.19462374,.60002899
1,2,.41575089,.07195279,7.5546094e-09,.274726,.55677575
1,3,.24756026,.067382768,.00023883861,.11549246,.37962806
1,4,.1362053,.067361705,.043176454,.0041787867,.26823184
1,5,.22549552,.068031229,.00091778149,.09215676,.35883427
