Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.2606048,.042351767,7.5868301e-10,.17759685,.34361273
0,2,.25725934,.045046002,1.1229068e-08,.16897078,.34554785
0,3,.31048512,.051978379,2.3242885e-09,.20860936,.41236088
0,4,.25328046,.050497364,5.2836185e-07,.15430744,.35225347
0,5,.2613799,.05274399,7.2094889e-07,.15800358,.36475623
1,1,.33985519,.089137688,.00013745732,.16514854,.51456183
1,2,.29161873,.055061862,1.1823629e-07,.18369946,.39953798
1,3,.25320601,.053396039,2.1157925e-06,.14855172,.35786033
1,4,.30899093,.055579338,2.7061576e-08,.20005742,.41792443
1,5,.29387438,.055919386,1.4776586e-07,.18427439,.40347436
