effect,b,se,pvalue,ll,ul
Expunge1,1.794460679342795,2.133182409732837,.4002286439453205,-2.38650001618793,5.975421374873521
ES2,-1.776970932910273,1.963887998996849,.3655591912290222,-5.626120680614529,2.072178814793983
ES3,-1.442036174662346,2.048619409833333,.4814911078398287,-5.457256435965379,2.573184086640687
ES4,-2.055429641533476,2.08921586382442,.3251999539442718,-6.150217490559076,2.039358207492124
ES5,-1.638358424922518,2.086558994255459,.4323384780575176,-5.727938905281334,2.451222055436298
ES6,-1.739743798147875,2.104139666675853,.4083393512712277,-5.863781763274661,2.38429416697891
Sequence2,.2187366981363676,.2227884169106787,.3261916857606063,-.2179205751812568,.655393971453992
Sequence3,.0282347976826655,.0534925289152636,.597619459253518,-.0766086324332185,.1330782277985496
Sequence4,-.1130197102856585,.186242253340042,.5439554558489488,-.4780478192317253,.2520083986604083
Sequence5,.6606381892764421,.1980719226187005,.0008519364415244,.2724243545951848,1.048852023957699
Sequence6,0,,,,
