effect,b,se,pvalue,ll,ul
0,.011155938,.03830646,.77087647,-.063923344,.086235218
2,.051598571,.10065332,.60820562,-.14567833,.24887545
3,.025710007,.063680686,.68640894,-.099101841,.15052186
4,-.052606951,.06230383,.39846748,-.17472021,.069506317
5,.013247892,.060770694,.82743067,-.10586048,.13235626
6,.015554824,.057449888,.78657973,-.097044893,.12815453
