Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.01275221,.0081297299,.11674357,-.003181767,.028686186
0,2,.015225801,.0093153445,.10215681,-.0030319379,.033483539
0,3,.011750961,.0075437846,.11930414,-.0030345854,.026536508
0,4,.018617023,.011149161,.094956242,-.0032349331,.04046898
0,5,.010124649,.0071994062,.15962993,-.0039859274,.024235226
1,1,.0051745512,.0030668711,.091556989,-.00083640573,.011185508
1,2,.0094369939,.0050570373,.062025815,-.00047461726,.019348605
1,3,.01031331,.0059292144,.081963405,-.0013077367,.021934357
1,4,.0059282882,.0038722281,.12577532,-.0016611393,.013517716
1,5,.0018862983,.0014156147,.18269788,-.00088825566,.0046608523
