Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.58761865,.052866656,1.0592102e-28,.4840019,.69123536
0,2,.39911515,.05787874,5.3595535e-12,.2856749,.51255542
0,3,.30962005,.061653301,5.1148362e-07,.18878181,.43045831
0,4,.39451045,.062815778,3.3762496e-10,.27139381,.51762712
0,5,.35288787,.069388665,3.6633034e-07,.21688858,.48888713
1,1,.39956364,.1034871,.00011292402,.19673267,.60239464
1,2,.41748387,.071316235,4.7994448e-09,.27770662,.55726111
1,3,.25335029,.066911794,.00015288718,.12220558,.38449499
1,4,.14221443,.066549711,.032600801,.011779396,.27264947
1,5,.23361029,.067128129,.00050129084,.10204158,.365179
