effect,b,se,pvalue,ll,ul
0,-.045346554,.057908576,.43358511,-.15884528,.068152167
2,-.041900158,.13078539,.7486853,-.29823482,.2144345
3,-.015611169,.081376754,.84786898,-.17510667,.14388433
4,-.15855844,.078920521,.044527579,-.31323981,-.0038770598
5,-.031800754,.070172191,.65041792,-.16933572,.10573421
6,.02731462,.074648336,.71443176,-.11899342,.17362267
