effect,b,se,pvalue,ll,ul
Expunge1,1.616051079630227,2.134156267663107,.4489109771654075,-2.566818342369887,5.79892050163034
ES2,-1.646972503553667,1.954899396400645,.3995167941171786,-5.478504913898022,2.184559906790688
ES3,-1.263241577734282,2.047699085767115,.5372955289305137,-5.276658037013423,2.750174881544858
ES4,-1.873355319622204,2.088898954145132,.3698177947495251,-5.967522037090047,2.22081139784564
ES5,-1.463232099154462,2.087967706663948,.4834325222320491,-5.555573605098492,2.629109406789568
ES6,-1.528291273350808,2.109473825071801,.4687653768289201,-5.662783996821485,2.606201450119868
Sequence2,.2372218474093691,.2228704445311673,.2871504874628387,-.1995961970901506,.6740398919088888
Sequence3,.0327432194819413,.0533741074678514,.539568018777064,-.0718681088620179,.1373545478259004
Sequence4,.2415345559460302,.1888112727299875,.2008132561614822,-.128528738479915,.6115978503719753
Sequence5,.5844459296444506,.19681083489727,.0029820512913157,.1987037814785427,.9701880778103587
Sequence6,0,,,,
