Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.094162665,.04048774,.020034131,.01480815,.17351717
0,2,.072957039,.041290041,.077238224,-.0079699541,.15388402
0,3,.078355059,.045379043,.08422526,-.010586232,.16729635
0,4,.1231632,.045043182,.0062506194,.034880187,.21144621
0,5,.07287363,.04388335,.096789517,-.013136156,.15888341
1,1,.1682578,.088096119,.056141675,-.0044074226,.34092304
1,2,.095361449,.049539097,.054232657,-.0017333904,.19245629
1,3,.086063765,.047962885,.072752126,-.0079417611,.18006928
1,4,-.01052423,.044838872,.81443214,-.098406807,.07735835
1,5,.035201043,.047420979,.45789984,-.057742368,.12814446
