Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.31673163,.05428705,5.3988733e-09,.21033098,.4231323
0,2,.28673866,.059036024,1.1917039e-06,.17103019,.40244716
0,3,.30189154,.063082576,1.7042931e-06,.17825197,.42553112
0,4,.29826915,.067411251,9.6612166e-06,.16614555,.43039277
0,5,.2400566,.070803821,.00069778779,.10128365,.37882954
1,1,.37493169,.11070338,.00070709421,.15795708,.59190637
1,2,.34774658,.075783275,4.4601852e-06,.1992141,.49627906
1,3,.32030964,.075633988,.000022855558,.17206976,.46854955
1,4,.32234794,.077290855,.000030382133,.17086063,.47383523
1,5,.3674891,.080206566,4.6102759e-06,.21028712,.5246911
