effect,b,se,pvalue,ll,ul
Expunge1,1.619898926728429,2.129879758013248,.4469205984659977,-2.554588690378422,5.79438654383528
ES2,-1.663950568803115,1.950323112645582,.39356691401532,-5.486513627804511,2.158612490198281
ES3,-1.276755763395288,2.041480804899119,.5317041690798991,-5.277984616127402,2.724473089336827
ES4,-1.895313026046772,2.079100263926785,.3619779988631869,-5.97027466359099,2.179648611497446
ES5,-1.468958211572736,2.08215992928161,.4805008106292986,-5.549916683017156,2.612000259871684
ES6,-1.511939740970168,2.10800147408167,.4732269690696125,-5.643546709527584,2.619667227587248
Sequence2,.246156480992231,.2230203375555358,.2697059122590699,-.1909553484365847,.6832683104210466
Sequence3,.0317821976680177,.0536055242923082,.5532545414527736,-.0732826993172934,.1368470946533288
Sequence4,.3190820303673508,.1979213621171693,.1069258880444572,-.0688367111534113,.7070007718881129
Sequence5,.5740348723638753,.1970253098887691,.0035739235544484,.1878723609390446,.960197383788706
Sequence6,0,,,,
