Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.36108142,.053177223,1.1201561e-11,.25685596,.46530685
0,2,.30910319,.058293331,1.1419748e-07,.19485036,.42335603
0,3,.36626667,.064020373,1.0583953e-08,.24078904,.49174431
0,4,.29825458,.067192152,9.0448939e-06,.1665604,.42994881
0,5,.26489493,.071375981,.0002062288,.12500058,.4047893
1,1,.31918126,.11006648,.0037328752,.10345492,.53490758
1,2,.29349202,.069150068,.000021929971,.15796037,.42902365
1,3,.20770822,.068571568,.0024530592,.073310435,.34210601
1,4,.26645383,.065086722,.000042430918,.13888621,.39402148
1,5,.29220957,.070767514,.000036410947,.15350778,.43091133
