Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.014599498,.0090181753,.10546938,-.0030757999,.032274798
0,2,.018183829,.010667971,.08828295,-.00272501,.039092671
0,3,.014466011,.0090528224,.11005281,-.0032771956,.032209218
0,4,.022134002,.012895093,.086076587,-.0031399154,.047407921
0,5,.014201934,.0096776998,.14224261,-.0047660084,.033169877
1,1,.0059477398,.0034554012,.085198633,-.0008247224,.012720202
1,2,.010777776,.0054726163,.04890706,.000051645264,.021503907
1,3,.012440256,.006855981,.06959904,-.00099722063,.025877731
1,4,.0073099895,.0045725182,.10989192,-.0016519817,.01627196
1,5,.0028432233,.0019775426,.15050341,-.0010326894,.0067191357
