Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.092867747,.030952873,.0026971826,.032201234,.15353426
0,2,.214856,.054201595,.000073699259,.10862283,.32108918
0,3,.2165623,.055323366,.000090598543,.10813051,.32499412
0,4,.3134875,.071408354,.000011331545,.17352968,.45344529
0,5,.32295805,.074171022,.00001335325,.17758553,.46833059
1,1,.1004077,.032856248,.0022433372,.036010645,.16480477
1,2,.23048322,.055775777,.00003591237,.12116471,.33980173
1,3,.26302654,.060913973,.000015744958,.14363733,.38241571
1,4,.2648803,.061517656,.000016641279,.14430793,.38545269
1,5,.29793611,.069877408,.000020107213,.1609789,.43489331
