effect,b,se,pvalue,ll,ul
Expunge1,-.8415262561203648,.9319834958965649,.3665571256814334,-2.668180342263365,.9851278300226355
ES2,1.035845686228287,.8317383618230211,.2129853141190064,-.5943315475051785,2.666022919961752
ES3,1.022529399500572,.9013036286759237,.2565846724442963,-.7439932518395007,2.789052050840644
ES4,.8219148031688974,.8982106957558352,.3601612289219944,-.9385458110412035,2.582375417378998
ES5,.8321312875665656,.9026850609914573,.3566119870068866,-.9370989213590326,2.601361496492164
ES6,1.020001194540753,.9062315329318451,.2603596438041548,-.7561799716601876,2.796182360741692
Sequence2,-.0222761546637386,.0971825159633138,.8186981017226783,-.2127503858788224,.1681980765513452
Sequence3,.0563040619497124,.1164896447320662,.6288546045601995,-.1720114462970033,.2846195701964281
Sequence4,-.0085137628568541,.118311179651777,.9426331327946654,-.2403994139427851,.2233718882290769
Sequence5,.1618350716072808,.1286079864422647,.2082617996665946,-.0902319499437736,.4139020931583351
Sequence6,.1163907479644822,.137477639117151,.3972092777687865,-.1530604733847286,.385841969313693
