"stid","seq","wage_ratio","treatment","expunge","white","female","age_enroll","unemploy_lag","local_unemploy","ps_employed","married","dependent","year","pe_wage_avg"
190,-4,0.77455040661142,0,0,0,1,38,0,2.933333333,1,0,1,2020,7497.33
191,-8,1.04319106661655,0,0,1,1,52,,3.9,1,1,0,2019,6936.6775
191,-7,1.3163477760066,0,0,1,1,52,0,3.25,1,1,0,2019,6936.6775
191,-6,1.29743382188375,0,0,1,1,52,0,3.3,1,1,0,2019,6936.6775
191,-5,1.26470345493213,0,0,1,1,52,0,2.75,1,1,0,2019,6936.6775
191,-4,0.898350831503987,0,0,1,1,52,0,3.95,1,1,0,2020,6936.6775
191,-3,0.598137941399179,0,0,1,1,52,0,7.883333333,1,1,0,2020,6936.6775
191,-2,0.644340175826251,0,0,1,1,52,0,5.316666667,1,1,0,2020,6936.6775
191,-1,0.937494931831558,0,0,1,1,52,0,3.783333333,1,1,0,2020,6936.6775
191,0,0.745571637141845,0,0,1,1,52,0,3.6,1,1,0,2021,6936.6775
191,1,0.464566790080698,0,0,1,1,52,0,3.4,1,1,0,2021,6936.6775
191,2,0.368555407109528,0,0,1,1,52,0,3.466666667,1,1,0,2021,6936.6775
191,3,0.33345070460606,0,0,1,1,52,0,2.366666667,1,1,0,2021,6936.6775
191,4,1.03606950157334,0,0,1,1,52,0,2.816666667,1,1,0,2022,6936.6775
191,5,1.24299565606157,0,0,1,1,52,0,2.5,1,1,0,2022,6936.6775
191,6,1.42267389539156,0,0,1,1,52,0,2.916666667,1,1,0,2022,6936.6775
191,7,0.693888392533745,0,0,1,1,52,0,2.55,1,1,0,2022,6936.6775
192,4,1.11607481439735,1,1,1,0,59,1,2.733333333,1,0,1,2022,6915.6475
192,5,1.13317805744148,1,1,1,0,59,0,2.633333333,1,0,1,2022,6915.6475
192,6,1.32443997470953,1,1,1,0,59,0,3.3,1,0,1,2022,6915.6475
192,7,1.40393361576049,1,1,1,0,59,0,2.677777778,1,0,1,2022,6915.6475
192,-6,1.11563667754899,1,0,1,0,59,0,3.255555556,1,0,1,2019,6915.6475
192,-5,1.08769135500327,1,0,1,0,59,0,2.566666667,1,0,1,2019,6915.6475
192,-4,0.903867642183902,1,0,1,0,59,0,3.177777778,1,0,1,2020,6915.6475
192,-3,1.04884177511939,1,0,1,0,59,0,7.455555556,1,0,1,2020,6915.6475
192,-2,0.912597121238467,1,0,1,0,59,0,5.533333333,1,0,1,2020,6915.6475
192,-1,1.08191604618367,1,0,1,0,59,0,3.7,1,0,1,2020,6915.6475
192,0,1.00065973576588,1,0,1,0,59,0,3.511111111,1,0,0,2021,6915.6475
192,1,1.1742906213771,1,0,1,0,59,0,3.344444444,1,0,0,2021,6915.6475
192,-8,0.888736737955484,1,0,1,0,59,,3.533333333,1,0,1,2019,6915.6475
192,-7,0.960712644766813,1,0,1,0,59,0,2.955555556,1,0,1,2019,6915.6475
192,2,0.71253776309449,1,1,1,0,59,0,3.5,1,0,0,2021,6915.6475
192,3,0,1,1,1,0,59,0,2.188888889,1,0,0,2021,6915.6475
193,-8,0,1,0,0,1,41,,3.733333333,1,0,1,2019,2017.2875
193,-7,0,1,0,0,1,41,1,3.233333333,1,0,1,2019,2017.2875
193,-6,0,1,0,0,1,41,1,3.5,1,0,1,2019,2017.2875
193,-5,0.902454409696189,1,0,0,1,41,1,2.966666667,1,0,1,2019,2017.2875
193,-4,0.187380331261657,1,0,0,1,41,0,3.7,1,0,1,2020,2017.2875
193,-3,0,1,0,0,1,41,0,14.46666667,1,0,1,2020,2017.2875
193,-2,2.83990754912227,1,0,0,1,41,1,9.1,1,0,1,2020,2017.2875
193,-1,4.07025770991988,1,0,0,1,41,0,6.533333333,1,0,1,2020,2017.2875
193,0,3.04012194592987,1,0,0,1,41,0,5.7,1,0,1,2021,2017.2875
193,1,0.862127981261967,1,0,0,1,41,0,5.066666667,1,0,1,2021,2017.2875
193,2,0,1,1,0,1,41,0,4.633333333,1,0,1,2021,2017.2875
193,3,0,1,1,0,1,41,1,3.066666667,1,0,1,2021,2017.2875
193,4,0,1,1,0,1,41,1,3.366666667,1,0,1,2022,2017.2875
193,5,0,1,1,0,1,41,1,2.966666667,1,0,1,2022,2017.2875
193,6,0,1,1,0,1,41,1,3.333333333,1,0,1,2022,2017.2875
193,7,0,1,1,0,1,41,1,2.866666667,1,0,1,2022,2017.2875
195,6,1.96554027641597,1,1,0,1,29,0,3.333333333,0,0,1,2022,2120.08375
195,7,2.50548592714793,1,1,0,1,29,0,2.866666667,0,0,1,2022,2120.08375
195,-2,0.961358248229581,1,0,0,1,29,0,9.1,0,0,1,2020,2120.08375
195,-3,0.501456605193073,1,0,0,1,29,0,14.46666667,0,0,1,2020,2120.08375
195,-7,1.72566767704342,1,0,0,1,29,0,3.233333333,0,0,1,2019,2120.08375
195,-8,0.580524236365663,1,0,0,1,29,,3.733333333,0,0,1,2019,2120.08375
195,4,0.698981820883255,1,1,0,1,29,0,3.366666667,0,0,1,2022,2120.08375
195,-4,1.03540249294397,1,0,0,1,29,0,3.7,0,0,1,2020,2120.08375
195,5,2.36112842240312,1,1,0,1,29,0,2.966666667,0,0,1,2022,2120.08375
195,0,0.853640805463463,1,0,0,1,29,0,5.7,0,0,1,2021,2120.08375
195,3,0.849258903097578,1,1,0,1,29,0,3.066666667,0,0,1,2021,2120.08375
195,-1,2.2562033221565,1,0,0,1,29,0,6.533333333,0,0,1,2020,2120.08375
195,-6,0.522201068707781,1,0,0,1,29,0,3.5,0,0,1,2019,2120.08375
195,-5,0.417186349360019,1,0,0,1,29,0,2.966666667,0,0,1,2019,2120.08375
195,2,1.8889536793063,1,1,0,1,29,0,4.633333333,0,0,1,2021,2120.08375
195,1,1.92957471609317,1,0,0,1,29,0,5.066666667,0,0,1,2021,2120.08375
196,-8,1.37511592524678,1,0,1,0,55,,3.1,0,0,0,2019,10007.79625
196,-7,1.36860300288388,1,0,1,0,55,0,2.666666667,0,0,0,2019,10007.79625
196,-6,1.242861034466,1,0,1,0,55,0,2.966666667,0,0,0,2019,10007.79625
196,-5,0.626046918171421,1,0,1,0,55,0,2.366666667,0,0,0,2019,10007.79625
196,-4,1.29598361877122,1,0,1,0,55,0,2.933333333,0,0,0,2020,10007.79625
196,-3,0.949637638755885,1,0,1,0,55,0,9.633333333,0,0,0,2020,10007.79625
196,-2,0.114814487754984,1,0,1,0,55,0,6.2,0,0,0,2020,10007.79625
196,-1,1.02693737394983,1,0,1,0,55,0,4.033333333,0,0,0,2020,10007.79625
196,0,1.04872438824881,1,0,1,0,55,0,3.8,0,0,0,2021,10007.79625
196,1,1.22551156054961,1,0,1,0,55,0,3.4,0,0,0,2021,10007.79625
196,2,1.04872438824881,1,1,1,0,55,0,3.333333333,0,0,0,2021,10007.79625
196,3,1.80949327380641,1,1,1,0,55,0,2,0,0,0,2021,10007.79625
196,4,1.20519040343172,1,1,1,0,55,0,2.466666667,0,0,0,2022,10007.79625
196,5,1.51502285031033,1,1,1,0,55,0,2.4,0,0,0,2022,10007.79625
196,6,1.41465010341313,1,1,1,0,55,0,2.9,0,0,0,2022,10007.79625
196,7,1.18022686562988,1,1,1,0,55,0,2.333333333,0,0,0,2022,10007.79625
197,-3,0.965653254401159,1,0,1,1,41,0,7.6,1,1,1,2020,19422.5825
197,-2,1.22042730414454,1,0,1,1,41,0,5.066666667,1,1,1,2020,19422.5825
197,-1,0.912074900441277,1,0,1,1,41,0,3.6,1,1,1,2020,19422.5825
197,0,0.826257785235305,1,0,1,1,41,0,3.766666667,1,1,1,2021,19422.5825
197,1,0.826257785235305,1,0,1,1,41,0,3.233333333,1,1,1,2021,19422.5825
197,2,0.890615859142315,1,1,1,1,41,0,3.2,1,1,1,2021,19422.5825
197,3,0.871369190991981,1,1,1,1,41,0,2.1,1,1,1,2021,19422.5825
197,4,0.843252950528077,1,1,1,1,41,0,2.866666667,1,1,1,2022,19422.5825
197,5,0.860786664183303,1,1,1,1,41,0,2.466666667,1,1,1,2022,19422.5825
197,6,0.860786664183303,1,1,1,1,41,0,2.766666667,1,1,1,2022,19422.5825
197,7,0.908841035943598,1,1,1,1,41,0,2.466666667,1,1,1,2022,19422.5825
197,-8,0.908470333437894,1,0,1,1,41,,4.2,1,1,1,2019,19422.5825
197,-7,0.953092102968284,1,0,1,1,41,0,3.066666667,1,1,1,2019,19422.5825
197,-6,1.07265601780814,1,0,1,1,41,0,3.266666667,1,1,1,2019,19422.5825
197,-5,0.952648804555213,1,0,1,1,41,0,2.8,1,1,1,2019,19422.5825
197,-4,1.01497728224349,1,0,1,1,41,0,3.833333333,1,1,1,2020,19422.5825
198,-4,1.03376388550722,0,0,1,0,29,0,3.7,1,0,0,2020,12993.87625
198,-7,0.911697154265264,0,0,1,0,29,0,3.233333333,1,0,1,2019,12993.87625
198,-8,1.06885887881224,0,0,1,0,29,,3.733333333,1,0,1,2019,12993.87625
198,-6,1.12688005628805,0,0,1,0,29,0,3.5,1,0,1,2019,12993.87625
198,-2,0.996407057516805,0,0,1,0,29,0,9.1,1,0,0,2020,12993.87625
198,-5,1.02926946068153,0,0,1,0,29,0,2.966666667,1,0,1,2019,12993.87625
198,2,0.968257643672726,0,0,1,0,29,0,4.633333333,1,0,1,2021,12993.87625
198,-1,0.98956383396371,0,0,1,0,29,0,6.533333333,1,0,0,2020,12993.87625
198,-3,0.843559672965178,0,0,1,0,29,0,14.46666667,1,0,0,2020,12993.87625
198,6,1.01164269591993,0,0,1,0,29,0,3.333333333,1,0,1,2022,12993.87625
198,0,0.895371002167271,0,0,1,0,29,0,5.7,1,0,1,2021,12993.87625
198,1,0.923414981730336,0,0,1,0,29,0,5.066666667,1,0,1,2021,12993.87625
198,5,0.910047915840356,0,0,1,0,29,0,2.966666667,1,0,1,2022,12993.87625
198,7,0.903534847809559,0,0,1,0,29,0,2.866666667,1,0,1,2022,12993.87625
198,4,0.901551605895893,0,0,1,0,29,0,3.366666667,1,0,1,2022,12993.87625
198,3,1.08625784395938,0,0,1,0,29,0,3.066666667,1,0,1,2021,12993.87625
199,-8,0.888453023779263,0,0,1,0,58,,2.633333333,1,0,0,2019,43532.83625
199,-7,0.959318151479275,0,0,1,0,58,0,2.3,1,0,0,2019,43532.83625
199,-6,0.769558404318303,0,0,1,0,58,0,2.633333333,1,0,0,2019,43532.83625
199,-5,1.85180077716622,0,0,1,0,58,0,2.133333333,1,0,0,2019,43532.83625
199,-4,0.929210074154082,0,0,1,0,58,0,2.566666667,1,0,0,2020,43532.83625
199,-3,0.793490683713492,0,0,1,0,58,0,5.2,1,0,0,2020,43532.83625
199,-2,0.793490683713492,0,0,1,0,58,0,3.8,1,0,0,2020,43532.83625
199,-1,1.01467820167587,0,0,1,0,58,0,2.866666667,1,0,0,2020,43532.83625
199,0,0.793976064447214,0,0,1,0,58,0,2.733333333,1,0,0,2021,43532.83625
199,1,0.79374635278904,0,0,1,0,58,0,2.533333333,1,0,0,2021,43532.83625
199,2,0.793740609997585,0,0,1,0,58,0,2.733333333,1,0,0,2021,43532.83625
199,3,1.45023608472099,0,0,1,0,58,0,1.7,1,0,0,2021,43532.83625
199,4,0.908348580205362,0,0,1,0,58,0,1.933333333,1,0,0,2022,43532.83625
199,5,0.817842646308165,0,0,1,0,58,0,2.066666667,1,0,0,2022,43532.83625
199,6,0.817842646308165,0,0,1,0,58,0,2.533333333,1,0,0,2022,43532.83625
199,7,1.98206290774358,0,0,1,0,58,0,2.033333333,1,0,0,2022,43532.83625
200,5,1.37988271041594,1,1,0,0,34,0,3.333333333,0,0,0,2022,10642.4625
200,-6,0.806957036494139,1,0,0,0,34,0,2.966666667,0,0,0,2019,10642.4625
200,3,0.937083875089999,1,1,0,0,34,0,3.366666667,0,0,0,2022,10642.4625
200,-4,1.18579792975545,1,0,0,0,34,0,14.46666667,0,0,0,2020,10642.4625
200,-8,0.718524495623076,1,0,0,0,34,,3.233333333,0,0,0,2019,10642.4625
200,-7,0.702623100621684,1,0,0,0,34,0,3.5,0,0,0,2019,10642.4625
200,-5,0.681985959546487,1,0,0,0,34,0,3.7,0,0,0,2020,10642.4625
200,2,1.40850578519774,1,1,0,0,34,0,3.066666667,0,0,0,2021,10642.4625
200,-3,1.35410766070353,1,0,0,0,34,0,9.1,0,0,0,2020,10642.4625
200,4,1.12135513749755,1,1,0,0,34,0,2.966666667,0,0,0,2022,10642.4625
200,-2,1.29085162386055,1,0,0,0,34,0,6.533333333,0,0,0,2020,10642.4625
200,-1,1.25915219339509,1,0,0,0,34,0,5.7,0,0,0,2021,10642.4625
200,0,1.03105742679385,1,0,0,0,34,0,5.066666667,0,0,0,2021,10642.4625
200,7,0,1,1,0,0,34,0,3.266666667,0,0,0,2023,10642.4625
200,1,1.33447404677254,1,1,0,0,34,0,4.633333333,0,0,0,2021,10642.4625
200,6,1.54359012305658,1,1,0,0,34,0,2.866666667,0,0,0,2022,10642.4625
201,-8,0.96463768115942,1,0,0,0,57,,2.255555556,1,1,1,2019,10781.25
201,-7,0.96463768115942,1,0,0,0,57,0,2.666666667,1,1,1,2019,10781.25
201,-6,0.96463768115942,1,0,0,0,57,0,2.111111111,1,1,1,2019,10781.25
201,-5,1.0063768115942,1,0,0,0,57,0,2.5,1,1,1,2020,10781.25
201,-4,1.02492753623188,1,0,0,0,57,0,3.622222222,1,1,1,2020,10781.25
201,-3,1.02492753623188,1,0,0,0,57,0,3.133333333,1,1,1,2020,10781.25
201,-2,1.10376811594203,1,0,0,0,57,0,2.344444444,1,1,1,2020,10781.25
201,-1,0.946086956521739,1,0,0,0,57,0,2.222222222,1,1,1,2021,10781.25
201,0,1.02492753623188,1,0,0,0,57,0,2.188888889,1,1,1,2021,10781.25
201,1,1.04811594202899,1,0,0,0,57,0,2.633333333,1,1,1,2021,10781.25
201,2,1.16869565217391,1,0,0,0,57,0,1.666666667,1,1,1,2021,10781.25
201,3,1.00173913043478,1,1,0,0,57,0,2.255555556,1,1,1,2022,10781.25
201,4,1.08521739130435,1,1,0,0,57,0,2.288888889,1,1,1,2022,10781.25
201,5,1.2104347826087,1,1,0,0,57,0,2.855555556,1,1,1,2022,10781.25
201,6,1.14550724637681,1,1,0,0,57,0,2.333333333,1,1,1,2022,10781.25
201,7,0,1,1,0,0,57,0,2.588888889,1,1,1,2023,10781.25
202,-8,0.864701797998307,1,0,1,0,35,,2.466666667,1,0,0,2019,14976.44625
202,-7,0.951975506205285,1,0,1,0,35,0,2.633333333,1,0,0,2019,14976.44625
202,-6,0.865125797116255,1,0,1,0,35,0,2.433333333,1,0,0,2019,14976.44625
202,-5,0.721733301717021,1,0,1,0,35,0,3.266666667,1,0,0,2020,14976.44625
202,-4,1.00981365989946,1,0,1,0,35,0,3.4,1,0,0,2020,14976.44625
202,-3,1.33947397567697,1,0,1,0,35,0,2.633333333,1,0,0,2020,14976.44625
202,-2,1.23886466056659,1,0,1,0,35,0,1.666666667,1,0,0,2020,14976.44625
202,-1,1.00831130082011,1,0,1,0,35,0,2.033333333,1,0,0,2021,14976.44625
202,0,0.980397469125895,1,0,1,0,35,0,2.166666667,1,0,0,2021,14976.44625
202,1,1.05588934357508,1,1,1,0,35,0,2.4,1,0,0,2021,14976.44625
202,2,1.11665476047096,1,1,1,0,35,0,1.466666667,1,0,0,2021,14976.44625
202,3,0.886757096998228,1,1,1,0,35,0,1.766666667,1,0,0,2022,14976.44625
202,4,1.25312304980229,1,1,1,0,35,0,2.066666667,1,0,0,2022,14976.44625
202,5,1.09752205066673,1,1,1,0,35,0,2.6,1,0,0,2022,14976.44625
202,6,1.21237573299474,1,1,1,0,35,0,2.366666667,1,0,0,2022,14976.44625
202,7,0,1,1,1,0,35,0,2.6,1,0,0,2023,14976.44625
203,-3,6.39102169301307,1,0,1,0,43,0,3.633333333,0,0,0,2020,73.065
203,-2,0,1,0,1,0,43,0,2.3,0,0,0,2020,73.065
203,-1,0,1,0,1,0,43,1,2.166666667,0,0,0,2021,73.065
203,0,19.2157667830014,1,0,1,0,43,1,2.466666667,0,0,0,2021,73.065
203,1,0,1,0,1,0,43,0,2.733333333,0,0,0,2021,73.065
203,2,0,1,0,1,0,43,1,1.6,0,0,0,2021,73.065
203,3,8.00862245945391,1,1,1,0,43,1,1.933333333,0,0,0,2022,73.065
203,4,35.405734619859,1,1,1,0,43,0,2.2,0,0,0,2022,73.065
203,5,38.2885102306166,1,1,1,0,43,0,2.833333333,0,0,0,2022,73.065
203,6,39.3331964688976,1,1,1,0,43,0,2.166666667,0,0,0,2022,73.065
203,7,0,1,1,1,0,43,0,2.833333333,0,0,0,2023,73.065
203,-8,0,1,0,1,0,43,,2.333333333,0,0,0,2019,73.065
203,-7,0,1,0,1,0,43,1,2.533333333,0,0,0,2019,73.065
203,-6,0,1,0,1,0,43,1,2.2,0,0,0,2019,73.065
203,-5,0.903305276123999,1,0,1,0,43,1,2.433333333,0,0,0,2020,73.065
203,-4,0.70567303086293,1,0,1,0,43,0,4.533333333,0,0,0,2020,73.065
204,-8,0.826918021151532,0,0,0,0,50,,2.466666667,0,0,0,2019,5082.72875
204,-7,3.02852085112746,0,0,0,0,50,0,2.8,0,0,0,2019,5082.72875
204,-6,1.54113083449515,0,0,0,0,50,0,2.166666667,0,0,0,2019,5082.72875
204,-5,0.111750995958618,0,0,0,0,50,0,2.5,0,0,0,2020,5082.72875
204,-4,1.28169932341953,0,0,0,0,50,0,7.233333333,0,0,0,2020,5082.72875
204,-3,1.20997997384771,0,0,0,0,50,0,5.166666667,0,0,0,2020,5082.72875
204,-2,0,0,0,0,0,50,0,3.133333333,0,0,0,2020,5082.72875
204,-1,0,0,0,0,0,50,1,3.2,0,0,0,2021,5082.72875
204,0,0,0,0,0,0,50,1,2.8,0,0,0,2021,5082.72875
204,1,0,0,0,0,0,50,1,3,0,0,0,2021,5082.72875
204,2,0,0,0,0,0,50,1,1.866666667,0,0,0,2021,5082.72875
204,3,0,0,0,0,0,50,1,2.366666667,0,0,0,2022,5082.72875
204,4,0,0,0,0,0,50,1,2.333333333,0,0,0,2022,5082.72875
204,5,0,0,0,0,0,50,1,3,0,0,0,2022,5082.72875
204,6,0,0,0,0,0,50,1,2.4,0,0,0,2022,5082.72875
204,7,0,0,0,0,0,50,1,2.666666667,0,0,0,2023,5082.72875
205,6,0,1,1,1,1,26,1,2.4,1,0,1,2022,4744.6525
205,2,0,1,1,1,1,26,0,1.866666667,1,1,1,2021,4744.6525
205,-3,1.20560778687164,1,0,1,1,26,0,5.166666667,1,0,1,2020,4744.6525
205,1,0.582369309448901,1,1,1,1,26,0,3,1,1,1,2021,4744.6525
205,-2,1.32309162789056,1,0,1,1,26,0,3.133333333,1,0,1,2020,4744.6525
205,-8,0.788972427380087,1,0,1,1,26,,2.466666667,1,0,1,2019,4744.6525
205,-1,0.636090841215453,1,0,1,1,26,0,3.2,1,1,1,2021,4744.6525
205,-4,1.26050959474904,1,0,1,1,26,0,7.233333333,1,0,1,2020,4744.6525
205,7,0,1,1,1,1,26,1,2.666666667,1,0,1,2023,4744.6525
205,-5,0.759847006709132,1,0,1,1,26,0,2.5,1,0,1,2020,4744.6525
205,5,0,1,1,1,1,26,1,3,1,0,1,2022,4744.6525
205,-6,1.01448946998753,1,0,1,1,26,0,2.166666667,1,0,1,2019,4744.6525
205,0,1.18232262531344,1,0,1,1,26,0,2.8,1,1,1,2021,4744.6525
205,-7,1.01139124519657,1,0,1,1,26,0,2.8,1,0,1,2019,4744.6525
205,4,0,1,1,1,1,26,1,2.333333333,1,0,1,2022,4744.6525
205,3,0,1,1,1,1,26,1,2.366666667,1,0,1,2022,4744.6525
206,7,0,1,1,0,0,34,0,3.266666667,0,0,0,2023,5827.15625
206,-3,0,1,0,0,0,34,0,9.1,0,0,0,2020,5827.15625
206,-2,0,1,0,0,0,34,1,6.533333333,0,0,0,2020,5827.15625
206,-1,0,1,0,0,0,34,1,5.7,0,0,0,2021,5827.15625
206,0,0,1,0,0,0,34,1,5.066666667,0,0,0,2021,5827.15625
206,1,0,1,1,0,0,34,1,4.633333333,0,0,0,2021,5827.15625
206,2,0,1,1,0,0,34,1,3.066666667,0,0,0,2021,5827.15625
206,3,0,1,1,0,0,34,1,3.366666667,0,0,0,2022,5827.15625
206,4,1.85830438303418,1,1,0,0,34,1,2.966666667,0,0,0,2022,5827.15625
206,5,2.12175879100548,1,1,0,0,34,0,3.333333333,0,0,0,2022,5827.15625
206,6,1.99567499155356,1,1,0,0,34,0,2.866666667,0,0,0,2022,5827.15625
206,-8,1.23179638438561,1,0,0,0,34,,3.233333333,0,0,0,2019,5827.15625
206,-7,2.38277290058937,1,0,0,0,34,0,3.5,0,0,0,2019,5827.15625
206,-6,2.3982830390038,1,0,0,0,34,0,2.966666667,0,0,0,2019,5827.15625
206,-5,1.73750618065201,1,0,0,0,34,0,3.7,0,0,0,2020,5827.15625
206,-4,0.249641495369203,1,0,0,0,34,0,14.46666667,0,0,0,2020,5827.15625
207,5,3.53776841483812,1,1,1,0,37,0,2.866666667,0,1,0,2022,2727.06375
207,-8,3.58183779165412,1,0,1,0,37,,2.966666667,0,1,0,2019,2727.06375
207,-3,1.06647671877858,1,0,1,0,37,0,4.866666667,0,0,0,2020,2727.06375
207,-2,0.927396728440983,1,0,1,0,37,0,3.466666667,0,0,0,2020,2727.06375
207,3,3.33677201348887,1,0,1,0,37,0,2.5,0,1,0,2022,2727.06375
207,4,3.7595564093432,1,0,1,0,37,0,2.333333333,0,1,0,2022,2727.06375
207,0,2.25026642666494,1,0,1,0,37,0,2.7,0,0,0,2021,2727.06375
207,-4,0.0397863819648514,1,0,1,0,37,1,6.5,0,0,0,2020,2727.06375
207,-5,0,1,0,1,0,37,1,3,0,0,0,2020,2727.06375
207,1,3.00320078692696,1,0,1,0,37,0,3.033333333,0,0,0,2021,2727.06375
207,2,3.67239306378518,1,0,1,0,37,0,2,0,0,0,2021,2727.06375
207,-1,0.569447633924949,1,0,1,0,37,0,3.266666667,0,0,0,2021,2727.06375
207,6,3.91995603329772,1,1,1,0,37,0,2.166666667,0,1,0,2022,2727.06375
207,7,0,1,1,1,0,37,0,3.033333333,0,1,0,2023,2727.06375
207,-6,0,1,0,1,0,37,0,2.466666667,0,1,0,2019,2727.06375
207,-7,1.81505474523652,1,0,1,0,37,0,3,0,1,0,2019,2727.06375
208,2,0.739288901609732,0,0,1,0,45,0,3.066666667,1,0,1,2021,4253.73625
208,4,0.837181665882552,0,0,1,0,45,0,2.966666667,1,0,1,2022,4253.73625
208,7,0,0,0,1,0,45,0,3.266666667,1,0,1,2023,4253.73625
208,1,1.52385329485344,0,0,1,0,45,0,4.633333333,1,0,1,2021,4253.73625
208,6,1.96193640355582,0,0,1,0,45,0,2.866666667,1,0,1,2022,4253.73625
208,-6,0.647520165360511,0,0,1,0,45,0,2.966666667,1,0,1,2019,4253.73625
208,0,1.50076535657329,0,0,1,0,45,0,5.066666667,1,0,1,2021,4253.73625
208,-1,1.49590374814612,0,0,1,0,45,0,5.7,1,0,1,2021,4253.73625
208,-4,1.35001788133902,0,0,1,0,45,0,14.46666667,1,0,1,2020,4253.73625
208,-7,0.655365033504369,0,0,1,0,45,0,3.5,1,0,1,2019,4253.73625
208,3,0.109701206792029,0,0,1,0,45,0,3.366666667,1,0,1,2022,4253.73625
208,-2,1.38681141784472,0,0,1,0,45,0,6.533333333,1,0,1,2020,4253.73625
208,-5,0.634792530919142,0,0,1,0,45,0,3.7,1,0,1,2020,4253.73625
208,-3,1.17237405116502,0,0,1,0,45,0,9.1,1,0,1,2020,4253.73625
208,-8,0.657215171721096,0,0,1,0,45,,3.233333333,1,0,1,2019,4253.73625
208,5,1.0681950485294,0,0,1,0,45,0,3.333333333,1,0,1,2022,4253.73625
209,-3,0.701984634085305,1,0,1,0,43,1,9.1,0,1,1,2020,8821.1475
209,-2,1.20340125816964,1,0,1,0,43,0,6.533333333,0,1,1,2020,8821.1475
209,-1,1.40396813453125,1,0,1,0,43,0,5.7,0,1,1,2021,8821.1475
209,0,0.346632906886547,1,0,1,0,43,0,5.066666667,0,1,1,2021,8821.1475
209,1,1.61762287729573,1,0,1,0,43,0,4.633333333,0,1,1,2021,8821.1475
209,2,1.61762287729573,1,0,1,0,43,0,3.066666667,0,1,1,2021,8821.1475
209,3,1.55534413181505,1,1,1,0,43,0,3.366666667,0,1,1,2022,8821.1475
209,4,1.62338516615894,1,1,1,0,43,0,2.966666667,0,1,1,2022,8821.1475
209,5,1.60093003773035,1,1,1,0,43,0,3.333333333,0,1,1,2022,8821.1475
209,6,1.91628923561249,1,1,1,0,43,0,2.866666667,0,1,1,2022,8821.1475
209,-8,1.0464364188446,1,0,1,0,43,,3.233333333,0,1,1,2019,8821.1475
209,-7,1.28188311101248,1,0,1,0,43,0,3.5,0,1,1,2019,8821.1475
209,-6,1.09875500891466,1,0,1,0,43,0,2.966666667,0,1,1,2019,8821.1475
209,-5,1.26357143444206,1,0,1,0,43,0,3.7,0,1,1,2020,8821.1475
209,-4,0,1,0,1,0,43,0,14.46666667,0,1,1,2020,8821.1475
209,7,0,1,1,1,0,43,0,3.266666667,0,1,1,2023,8821.1475
211,-1,6.02871886799035,0,0,0,0,43,0,5.7,1,0,0,2021,931.6175
211,0,7.41882800612912,0,0,0,0,43,0,5.066666667,1,0,0,2021,931.6175
211,-2,1.97128113200965,0,0,0,0,43,1,6.533333333,1,0,0,2020,931.6175
211,-7,0,0,0,0,0,43,1,3.5,1,0,0,2019,931.6175
211,1,4.6887912689489,0,0,0,0,43,0,4.633333333,1,0,0,2021,931.6175
211,3,5.08081911299433,0,0,0,0,43,0,3.366666667,1,0,0,2022,931.6175
211,2,6.96459652164112,0,0,0,0,43,0,3.066666667,1,0,0,2021,931.6175
211,-8,0,0,0,0,0,43,,3.233333333,1,0,0,2019,931.6175
211,6,4.58358714815898,0,0,0,0,43,0,2.866666667,1,0,0,2022,931.6175
211,-4,0,0,0,0,0,43,1,14.46666667,1,0,0,2020,931.6175
211,-6,0,0,0,0,0,43,1,2.966666667,1,0,0,2019,931.6175
211,-5,0,0,0,0,0,43,1,3.7,1,0,0,2020,931.6175
211,4,8.85649958271501,0,0,0,0,43,0,2.966666667,1,0,0,2022,931.6175
211,-3,0,0,0,0,0,43,1,9.1,1,0,0,2020,931.6175
211,7,0,0,0,0,0,43,0,3.266666667,1,0,0,2023,931.6175
211,5,8.57917546632604,0,0,0,0,43,0,3.333333333,1,0,0,2022,931.6175
212,2,5.06977665676065,0,0,1,1,33,0,3.066666667,1,0,0,2021,1501.6125
212,4,1.66156048914084,0,0,1,1,33,0,2.966666667,1,0,0,2022,1501.6125
212,3,4.57865794271158,0,0,1,1,33,0,3.366666667,1,0,0,2022,1501.6125
212,0,1.87418525085533,0,0,1,1,33,0,5.066666667,1,0,0,2021,1501.6125
212,-7,0.129274363392686,0,0,1,1,33,0,3.5,1,0,0,2019,1501.6125
212,7,0,0,0,1,1,33,0,3.266666667,1,0,0,2023,1501.6125
212,1,1.71099401476746,0,0,1,1,33,0,4.633333333,1,0,0,2021,1501.6125
212,-8,0.562049130518027,0,0,1,1,33,,3.233333333,1,0,0,2019,1501.6125
212,5,4.25615796352255,0,0,1,1,33,0,3.333333333,1,0,0,2022,1501.6125
212,-2,0.691216941787578,0,0,1,1,33,0,6.533333333,1,0,0,2020,1501.6125
212,-5,0.630095980154667,0,0,1,1,33,0,3.7,1,0,0,2020,1501.6125
212,-3,1.23166928884782,0,0,1,1,33,0,9.1,1,0,0,2020,1501.6125
212,6,0.26632037226648,0,0,1,1,33,0,2.866666667,1,0,0,2022,1501.6125
212,-1,0.853668972521206,0,0,1,1,33,0,5.7,1,0,0,2021,1501.6125
212,-4,2.29956796443823,0,0,1,1,33,0,14.46666667,1,0,0,2020,1501.6125
