Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.059555128,.026355103,.023838699,.0079000732,.11121018
0,2,.10972577,.040774707,.0071232789,.029808814,.18964273
0,3,.13232993,.048560865,.0064295242,.037152369,.22750747
0,4,.13323148,.050231542,.0079934355,.034779467,.23168349
0,5,.14896873,.056515686,.0083918702,.038200017,.25973743
1,1,.049500052,.022072017,.024918675,.0062396959,.092760414
1,2,.096637256,.032959454,.0033678235,.03203791,.1612366
1,3,.11823262,.04031378,.0033591036,.039219063,.19724618
1,4,.14123185,.045370914,.0018530398,.052306496,.23015721
1,5,.11761834,.040528804,.0037067905,.038183343,.19705334
