Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.58531708,.053090017,2.8953812e-28,.48126259,.68937165
0,2,.39345154,.058104333,1.2748326e-11,.27956915,.50733393
0,3,.30986971,.062111862,6.0724943e-07,.18813269,.43160671
0,4,.38852957,.063349999,8.6202795e-10,.26436585,.51269329
0,5,.35008153,.069621898,4.9478200e-07,.21362513,.48653793
1,1,.39779899,.10215478,.00009857172,.19757929,.59801871
1,2,.41667122,.071002044,4.3991508e-09,.27750978,.55583268
1,3,.2513085,.066294521,.00015016977,.12137364,.38124338
1,4,.13729399,.066299222,.038375296,.0073498972,.26723808
1,5,.22752765,.066860549,.00066645921,.096483372,.35857192
