Expungement,Sequence,b,se,pvalue,ll,ul
0,1,2.8317378,.12588082,0,2.585016,3.0784597
0,2,2.9080691,.12953234,0,2.6541905,3.161948
0,3,2.8478489,.1333646,0,2.5864592,3.1092389
0,4,3.0095246,.13918695,0,2.7367232,3.282326
0,5,2.9651396,.15111266,0,2.6689644,3.2613151
1,1,3.0168505,.24351811,3.0122775e-35,2.5395637,3.4941373
1,2,3.0895944,.15946625,0,2.7770462,3.4021425
1,3,2.828042,.14782721,0,2.538306,3.1177781
1,4,3.006516,.15199377,0,2.7086139,3.3044183
1,5,3.1439869,.16306134,0,2.8243926,3.4635813
