Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.017781088,.010951094,.1044438,-.0036826611,.039244838
0,2,.054755654,.025354752,.030805087,.0050612511,.10445005
0,3,.06167502,.030005645,.039835837,.0028650339,.12048501
0,4,.075985335,.036487222,.037295096,.004471689,.14749898
0,5,.069354363,.034837317,.046502154,.0010744738,.13763425
1,1,.031065954,.014510578,.03228068,.0026257425,.059506167
1,2,.07348612,.027550351,.0076454533,.019488426,.12748381
1,3,.095384181,.035317175,.0069175549,.02616379,.16460457
1,4,.10987663,.039798919,.0057660993,.031872176,.18788107
1,5,.10978276,.041478056,.0081265233,.028487269,.19107826
