Expungement,Sequence,b,se,pvalue,ll,ul
0,1,-.18774679,.19976662,.34730443,-.57928216,.20378859
0,2,-.06822791,.20936543,.74451548,-.4785766,.34212077
0,3,-.23243843,.20821543,.2642782,-.64053315,.1756563
0,4,-.35408384,.22473367,.11512472,-.79455376,.086386062
0,5,-.41949806,.26421556,.11235163,-.93735105,.098354943
1,1,-.050109737,.36918294,.89203358,-.77369499,.6734755
1,2,-.46016759,.24370611,.058998156,-.93782276,.017487595
1,3,-.19612058,.24970804,.43221939,-.68553936,.29329821
1,4,-.65208507,.2471,.0083162691,-1.1363921,-.167778
1,5,-.5046826,.24830425,.042101335,-.99135,-.018015247
