effect,b,se,pvalue,ll,ul
Expunge,-4.452973654501977,4.6418643,.33740404,-13.55086,4.6449132
TE,.3283314413375325,.72329098,.64987129,-1.0892929,1.7459557
Sequence,.3335582817944853,.16284797,.040532541,.014382133,.65273446
