effect,b,se,pvalue,ll,ul
Expunge1,-.9129421537355498,.9203331698098209,.3212125526438778,-2.716762020340385,.8908777128692849
ES2,.809862512841116,.8377005884808171,.3336597918116246,-.8320004704092941,2.451725496091526
ES3,.9201919334408617,.8556535531909444,.2821841221025326,-.7568582140571165,2.59724208093884
ES4,.8549665910809042,.8703468368596814,.3259379883207022,-.8508818632224292,2.560815045384238
ES5,.8866347358649309,.8923462223143394,.320417901055877,-.8623317216115463,2.635601193341408
ES6,1.039851203696666,.877510922877716,.236017104434175,-.6800386011841622,2.759741008577494
Sequence2,.3023548853185644,.0780783178600519,.0001077439337007,.1493241943393923,.4553855762977365
Sequence3,-.0810855627506904,.0941632962794592,.3891739138737839,-.265642232124005,.1034711066226241
Sequence4,0,,,,
Sequence5,-.0791117759516306,.0851066548134781,.3525987396411288,-.24591775423073,.0876942023274688
Sequence6,-.1950926333786739,.089748114873396,.0297216811418119,-.3709957062108937,-.0191895605464542
