Expungement,Sequence,b,se,pvalue,ll,ul
0,1,3.195971,.13143893,0,2.9383554,3.4535866
0,2,3.0569606,.13124582,0,2.7997236,3.3141978
0,3,3.1939483,.13745923,0,2.9245331,3.4633634
0,4,3.0986753,.14116879,0,2.8219895,3.375361
0,5,3.0561705,.15242887,0,2.7574155,3.3549256
1,1,3.053699,.21460254,0,2.6330857,3.4743123
1,2,3.0798345,.15917076,0,2.7678654,3.3918035
1,3,3.1406963,.15258209,0,2.8416409,3.4397519
1,4,3.0995882,.15990752,0,2.7861753,3.4130013
1,5,3.1790597,.16005544,0,2.8653567,3.4927626
