effect,b,se,pvalue,ll,ul
Expunge1,-.844861290836342,.9318219944280727,.3645777883508537,-2.671198839917647,.9814762582449632
ES2,1.046887011511612,.8318519417564864,.2082104037775096,-.5835128348008123,2.677286857824035
ES3,1.01447687720615,.9011993598900219,.2602940470891635,-.7518414110688434,2.780795165481143
ES4,.8193020470732583,.8988534469425005,.3620336670933356,-.9424183363137267,2.581022430460243
ES5,.8241774871456826,.9027221144269564,.3612470878629457,-.9451253451789972,2.593480319470363
ES6,1.022698287238694,.9060559383228131,.2590090635119219,-.7531387198526642,2.798535294330051
Sequence2,-.0269632211048209,.0973679492960172,.7818408365224666,-.2178008949735366,.1638744527638948
Sequence3,.0597814303766226,.1170230870799975,.6094549796375213,-.169579605659867,.2891424664131123
Sequence4,-.0088963563127329,.1183109607942219,.9400598071962417,-.2407815784457381,.2229888658202723
Sequence5,.1611871543579203,.1275494703973573,.2063295935627071,-.0888052138680578,.4111795225838984
Sequence6,.1156512589717828,.1376093034218832,.400666226133037,-.1540580196727526,.3853605376163182
