effect,b,se,pvalue,ll,ul
Expunge1,-.8412585389853362,.9320476789232014,.3667426104669996,-2.668038421548963,.9855213435782904
ES2,1.026371210192711,.8314368770458993,.2170334947177121,-.6032151242357084,2.655957544621131
ES3,1.022783722619475,.9011515839711729,.2563861636190919,-.7434409265752457,2.789008371814196
ES4,.8214515470518486,.8988728332147704,.3607859593991815,-.9403068327305799,2.583209926834277
ES5,.8382501517033482,.903137476574016,.3533279845580677,-.9318667754701097,2.608367078876806
ES6,1.02010580359747,.9071544957282495,.2607960287975028,-.7578843364434926,2.798095943638433
Sequence2,-.0173147050027684,.0969444667262317,.8582483661585345,-.2073223682866241,.1726929582810873
Sequence3,.0590166991867621,.1162486526720602,.6116802914569983,-.1688264733017819,.2868598716753061
Sequence4,-.0012034899892122,.1185562790732583,.9919006433276315,-.2335695271138781,.2311625471354536
Sequence5,.1604719935642462,.1280247004851058,.210043596323075,-.0904518085180887,.4113957956465811
Sequence6,.1160871699708381,.1373357138841563,.3979543715551942,-.1530858830332057,.3852602229748819
