Expungement,Sequence,b,se,pvalue,ll,ul
0,1,-.082691297,.20190345,.68212974,-.47841477,.31303218
0,2,.018419607,.20880209,.92970532,-.39082494,.42766416
0,3,-.19406748,.21020959,.35589808,-.6060707,.21793576
0,4,-.29789081,.22378087,.18313244,-.73649323,.14071162
0,5,-.33584166,.27159044,.21624531,-.8681491,.19646583
1,1,.042592987,.38765123,.9125089,-.71718949,.8023755
1,2,-.33974907,.25330853,.17984058,-.83622462,.15672652
1,3,-.11114559,.25784126,.66642326,-.61650521,.394214
1,4,-.68786466,.26001415,.0081572896,-1.1974831,-.17824626
1,5,-.46672124,.25844318,.070934728,-.97326052,.039818052
