Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.3535898,.052882202,2.2877894e-11,.2499426,.45723701
0,2,.30491441,.057356834,1.0601762e-07,.19249707,.41733176
0,3,.36119723,.063686013,1.4152645e-08,.23637494,.48601952
0,4,.29236916,.067106888,.000013199709,.16084206,.42389625
0,5,.2618551,.070015721,.00018405903,.12462679,.39908338
1,1,.31088284,.10979946,.0046349149,.095679849,.52608585
1,2,.28571376,.068659142,.000031639123,.15114431,.4202832
1,3,.19925863,.067594841,.0032000514,.066775165,.33174208
1,4,.26076984,.064333849,.00005048182,.13467783,.38686189
1,5,.28655738,.069172613,.000034332719,.15098156,.42213321
