effect,b,se,pvalue,ll,ul
Expunge1,1.761782011348482,2.138715459153775,.4100775966632361,-2.430023261771962,5.953587284468926
ES2,-1.746343863736457,1.96717850542801,.3746804006056871,-5.601942885536687,2.109255158063774
ES3,-1.404039561045207,2.050321506259024,.4934764783156534,-5.422595870040809,2.614516747950395
ES4,-2.019926737292431,2.092808624553756,.3344571250913793,-6.121756267952602,2.081902793367739
ES5,-1.601107837280344,2.08852679197194,.443307074105478,-5.694545130292324,2.492329455731637
ES6,-1.702316316211991,2.110460972548628,.419891922992272,-5.838743813184678,2.434111180760695
Sequence2,.2228753280428626,.221980718795628,.3153640951168702,-.2121988860588817,.6579495421446068
Sequence3,.0276621637564438,.052928057682794,.601226854743971,-.0760749230734909,.1313992505863785
Sequence4,-.0464133915490372,.1932481224566893,.8101944984154987,-.4251727516441343,.3323459685460599
Sequence5,.6474262746840075,.2025501884285733,.0013916631137906,.2504352003022022,1.044417349065813
Sequence6,0,,,,
