Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.30091658,.051594839,5.4668496e-09,.19979255,.4020406
0,2,.25966465,.054208644,1.6670110e-06,.15341765,.36591163
0,3,.30534777,.058085952,1.4656243e-07,.19150141,.41919416
0,4,.30007592,.062409721,1.5232595e-06,.17775512,.42239672
0,5,.2442214,.065520093,.00019344394,.11580439,.37263843
1,1,.43359756,.1071399,.000051873361,.2236072,.64358789
1,2,.33063477,.066846408,7.5681504e-07,.19961824,.46165133
1,3,.34231469,.068750344,6.3881419e-07,.20756648,.47706288
1,4,.33711517,.066070825,3.3549696e-07,.20761873,.46661162
1,5,.33901456,.072181165,2.6437510e-06,.19754209,.48048705
