effect,b,se,pvalue,ll,ul
0,-.047348917,.057727773,.41209623,-.16049327,.065795444
2,-.043334659,.13080436,.74042267,-.29970649,.21303718
3,-.020767208,.081093222,.79788089,-.17970699,.13817258
4,-.16072501,.078633964,.040957078,-.31484476,-.0066052736
5,-.033306316,.070048429,.63444805,-.17059872,.10398608
6,.02797005,.074615017,.70776594,-.1182727,.1742128
