Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.36354896,.052800499,5.7652984e-12,.26006189,.46703604
0,2,.31421918,.057754807,5.3109890e-08,.20102182,.4274165
0,3,.36627221,.064222828,1.1761556e-08,.24039778,.49214661
0,4,.29973114,.067265123,8.3516034e-06,.16789393,.43156835
0,5,.268738,.071038023,.00015493939,.12950602,.40796995
1,1,.32235685,.11041437,.0035057184,.10594868,.53876507
1,2,.29477629,.0686526,.000017568984,.16021965,.42933291
1,3,.20784867,.067856207,.0021907496,.074852943,.34084439
1,4,.26946551,.065115944,.00003499776,.14184061,.39709041
1,5,.29806387,.070137903,.000021407308,.1605961,.43553165
