effect,b,se,pvalue,ll,ul
Expunge1,-.4019218652134874,1.392874972927159,.7729214813467233,-3.131906647117922,2.328062916690947
ES2,.4289796845529572,1.262565506655254,.7340310527104539,-2.045603236613907,2.903562605719821
ES3,.1396534272567524,1.309633790382316,.9150781704504465,-2.427181634829266,2.70648848934277
ES4,.6147341508959351,1.340330149671218,.6464899576829116,-2.012264669852832,3.241732971644703
ES5,.2605859511026853,1.349896962658072,.8469265734104072,-2.385163478547146,2.906335380752517
ES6,.3029184628126612,1.349087624213879,.8223404171411185,-2.341244692635248,2.947081618260571
Sequence2,-.1280472660320715,.1531083946169352,.4029761776857955,-.4281342052120107,.1720396731478677
Sequence3,.0167184215423356,.030165200935591,.5794223063778021,-.0424042858778367,.075841128962508
Sequence4,.0575354025901644,.1146049030872774,.6156445580681322,-.1670860799126025,.2821568850929313
Sequence5,-.4339176372120164,.1368166557263575,.0015164007810357,-.7020733549208928,-.1657619195031399
Sequence6,0,,,,
