effect,b,se,pvalue,ll,ul
Expunge1,-.8414378304562095,.931709177799829,.3664664037228007,-2.6675542630093,.9846786020968809
ES2,1.043801021946281,.8316519710634585,.2094448028726565,-.5862068890098449,2.673808932902406
ES3,1.007227522531441,.9003540384759113,.2632674533268092,-.7574339662165352,2.771889011279417
ES4,.807076151732725,.8984139030023833,.3690072760771944,-.9537827413620077,2.567935044827458
ES5,.8384806581824698,.9031200023681227,.3531863114202036,-.931602020176779,2.608563336541718
ES6,1.014151770643788,.9064046107347268,.2631942644067875,-.7623686218173233,2.7906721631049
Sequence2,-.0267945061131854,.0973765917526414,.7831904517059403,-.2176491188856225,.1640601066592517
Sequence3,.0606448352230136,.1161198125393077,.6014887044221234,-.1669458152455719,.2882354856915992
Sequence4,-.0002470056219293,.1184510134351531,.9983361743929456,-.2324067258870994,.2319127146432408
Sequence5,.156798285258873,.1279433324765959,.2203759088005187,-.0939660384572887,.4075626089750347
Sequence6,.1126437460383737,.1374981410921195,.4126504560478645,-.1568476584433874,.3821351505201347
