Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.017904015,.010217685,.079729572,-.0021222814,.03793031
0,2,.024109516,.013207786,.067940414,-.001777268,.049996302
0,3,.035756886,.018270351,.050335813,-.000052341929,.07156612
0,4,.040671486,.02123085,.05540603,-.00094021834,.082283191
0,5,.033075597,.018932803,.080637425,-.0040320144,.07018321
1,1,.010544392,.0057123709,.064908586,-.00065164879,.021740433
1,2,.030903287,.014111402,.028527742,.0032454487,.058561128
1,3,.02855015,.01373116,.037596818,.0016375709,.055462729
1,4,.022861319,.012209356,.061145399,-.0010685801,.046791214
1,5,.023938481,.012670127,.058843065,-.0008945103,.048771475
