Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.015862454,.0092404159,.086045243,-.0022484288,.033973336
0,2,.021504482,.012093288,.07536833,-.0021979264,.045206893
0,3,.031797305,.0168478,.059116412,-.0012237803,.06481839
0,4,.03676191,.01954329,.059965089,-.0015422348,.075066052
0,5,.029140966,.017014271,.086760968,-.0042063901,.062488321
1,1,.0093964562,.0052418048,.073036991,-.00087729213,.019670205
1,2,.027947633,.013119988,.033158664,.002232929,.053662337
1,3,.02593703,.012611324,.039720271,.0012192907,.050654773
1,4,.020667983,.011305352,.067525677,-.0014901006,.042826064
1,5,.022059895,.011893307,.063622497,-.0012505566,.045370348
