Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.016765596,.0096246824,.08151935,-.0020984337,.035629626
0,2,.022624513,.012612801,.072849266,-.0020961224,.04734515
0,3,.034748122,.017729698,.050009537,-1.4467302e-06,.06949769
0,4,.039584398,.020684998,.055661496,-.00095745514,.080126248
0,5,.031109732,.01781594,.08078073,-.0038088702,.066028334
1,1,.0096723465,.0053799497,.072200686,-.00087216176,.020216854
1,2,.029535219,.013791976,.032235477,.0025034426,.056566998
1,3,.027996775,.013495353,.038028341,.0015463672,.054447182
1,4,.02193711,.01191907,.065694101,-.0014238378,.045298059
1,5,.023566213,.012588929,.061209492,-.0011076352,.048240062
