effect,b,se,pvalue,ll,ul
0,-.047090251,.21957162,.83018506,-.47744271,.38326222
2,.027057819,.43205374,.9500643,-.81975192,.87386757
3,-.26226842,.28898391,.36411402,-.82866651,.3041296
4,.21281229,.28238007,.45106679,-.34064251,.76626706
5,-.14133592,.25876477,.58493221,-.64850557,.36583373
6,-.099003404,.27389652,.71775347,-.6358307,.43782389
