Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.086339921,.02975201,.0037080504,.02802705,.14465278
0,2,.21640185,.052595906,.000038814789,.11331576,.31948793
0,3,.2263893,.056124598,.000054907443,.11638711,.33639148
0,4,.29020754,.067238182,.000015880114,.15842314,.42199197
0,5,.30760559,.071724124,.000017969536,.1670289,.44818231
1,1,.096814953,.032308653,.0027304082,.033491153,.16013874
1,2,.21885431,.052951247,.000035785852,.11507177,.32263684
1,3,.24885628,.059990164,.000033497548,.13127773,.36643484
1,4,.29213947,.064130694,5.2291825e-06,.16644561,.41783333
1,5,.3325853,.07737083,.000017188971,.18094127,.48422933
