Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.10665335,.041305713,.0098215826,.025695639,.18761106
0,2,.07627748,.041648712,.067033581,-.0053524915,.15790746
0,3,.020444578,.045592219,.65384829,-.068914533,.10980368
0,4,.080649935,.045390785,.075602643,-.0083143692,.16961424
0,5,.0088001965,.046079058,.84854096,-.081513099,.099113494
1,1,.18913108,.090344623,.036309857,.012058877,.36620328
1,2,.030171787,.051266678,.55617911,-.07030905,.13065262
1,3,.0096584968,.04975963,.84609514,-.087868586,.10718558
1,4,-.091605142,.048361737,.058203042,-.18639241,.0031821271
1,5,-.11516366,.046659004,.013579522,-.20661363,-.023713689
