effect,b,se,pvalue,ll,ul
Expunge1,-1.43609431248106,1.398017462714887,.3043092000621951,-4.176158189160306,1.303969564198186
ES2,1.320634077002498,1.290760323475663,.3062396205390543,-1.209209669683071,3.850477823688067
ES3,1.078802142706656,1.339756355954019,.4206912170938405,-1.547072063021846,3.704676348435157
ES4,1.539615709018116,1.351895771409357,.2547628812382433,-1.110051313796218,4.189282731832449
ES5,1.160634081564355,1.357713108204189,.3926370357841089,-1.500434711853788,3.821702874982499
ES6,1.35122639906199,1.359746034770169,.3203521944909424,-1.313826857208688,4.016279655332669
Sequence2,-.1496915161130397,.153469460187991,.3293702690633434,-.4504861308083058,.1511030985822264
Sequence3,.0131529306876688,.0304020763014757,.6652816692752407,-.0464340439184622,.0727399052937997
Sequence4,.1289862296318425,.1186625987475712,.2770368663296081,-.1035881902253248,.3615606494890097
Sequence5,-.452157641131222,.1364252652810945,.0009186472663243,-.7195462476634897,-.1847690345989542
Sequence6,0,,,,
