effect,b,se,pvalue,ll,ul
Expunge1,1.740595363736475,2.126784887183189,.413119532063534,-2.427826418006657,5.909017145479607
ES2,-1.726734990367004,1.954804690441335,.3770587279976782,-5.55808178044199,2.104611799707981
ES3,-1.385475474005358,2.041407133611172,.4973365182259964,-5.386559933666399,2.615608985655685
ES4,-1.998922933365167,2.08349790397699,.3373536389383925,-6.082503787024759,2.084657920294425
ES5,-1.582781031725599,2.083044076610378,.4473499943671463,-5.665472400091432,2.499910336640235
ES6,-1.679731316015925,2.09884272849887,.4235294190222153,-5.793387473087489,2.43392484105564
Sequence2,.2220169646635628,.2220768103896462,.3174409389948083,-.2132455855016741,.6572795148287996
Sequence3,.0283544732138265,.0531254292267066,.5935304618824258,-.0757694547337499,.1324784011614031
Sequence4,-.0152269061908946,.1835916768324762,.9339000602021515,-.3750599806438646,.3446061682620754
Sequence5,.6377310047907377,.1950023092221447,.0010740436038421,.2555335018131914,1.019928507768284
Sequence6,0,,,,
