effect,b,se,pvalue,ll,ul
0,.0069410526,.013159757,.59788436,-.018851599,.032733701
2,-.0041206903,.014518619,.77654749,-.032576658,.02433528
3,.025609864,.019311547,.18479247,-.012240072,.063459799
4,-.009209658,.020721793,.65672225,-.049823627,.031404313
5,.034398794,.023509171,.14341061,-.011678333,.080475919
6,-.01056184,.022844024,.64383328,-.055335302,.034211624
