Expungement,Sequence,b,se,pvalue,ll,ul
0,1,2.817482,.12623331,0,2.5700693,3.0648949
0,2,2.9064071,.12994733,0,2.651715,3.1610992
0,3,2.8417215,.1329165,0,2.5812099,3.1022329
0,4,3.0133154,.13923104,0,2.7404277,3.2862034
0,5,2.9591513,.15180135,0,2.6616261,3.2566764
1,1,3.0264399,.24378304,2.1809800e-35,2.5486338,3.5042458
1,2,3.0752985,.15924789,0,2.7631783,3.3874187
1,3,2.8257737,.14815763,0,2.5353901,3.1161573
1,4,2.9920342,.15210623,0,2.6939116,3.2901568
1,5,3.1245992,.16367547,0,2.8038013,3.4453974
