Expungement,Sequence,b,se,pvalue,ll,ul
0,1,3.2564445,.12771975,0,3.0061183,3.5067704
0,2,3.114727,.12799147,0,2.8638682,3.3655856
0,3,3.2400539,.13383225,0,2.9777474,3.5023603
0,4,3.1698632,.13783696,0,2.8997078,3.4400187
0,5,3.0610609,.14487006,0,2.7771208,3.345001
1,1,3.1286545,.21133162,0,2.7144523,3.5428569
1,2,3.1444476,.15748271,0,2.8357873,3.4531081
1,3,3.1972687,.15088031,0,2.9015489,3.4929888
1,4,3.1484265,.15919691,0,2.8364065,3.4604468
1,5,3.209583,.15585621,0,2.9041104,3.5150557
