Expungement,Sequence,b,se,pvalue,ll,ul
0,1,.34815639,.053206827,6.0114164e-11,.24387294,.45243987
0,2,.29822376,.057980463,2.6963585e-07,.18458414,.41186336
0,3,.34839213,.064401485,6.3133591e-08,.22216754,.47461671
0,4,.27932656,.067505337,.000035058423,.14701854,.41163459
0,5,.25590158,.069875821,.000250026,.11894747,.39285564
1,1,.31610548,.1098166,.0039958968,.10086891,.53134209
1,2,.28364649,.068366162,.000033403143,.14965127,.4176417
1,3,.19725303,.067752436,.0035983713,.064460695,.33004537
1,4,.25039873,.064633511,.00010700561,.12371936,.37707806
1,5,.27858552,.069953799,.000068216592,.1414786,.41569245
